"","X","match_id","match_round","league_name","match_time_utc","home_team","away_team","pos_team","def_team","event_type","player_name","shot_type","situation","min","expected_goals","expected_goals_on_target","min_added","x","y","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","season_year","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","is_saved_off_line"
"1605",1605,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","Miss","Tatsuhiro Sakamoto","LeftFoot","RegularPlay",59,0.0258848182857037,NA,NA,77.529611652,24.955625,FALSE,FALSE,NA,NA,41.057857143,6.2704827704,"2023/2024","SecondHalf",FALSE,0.23771030248729,0.677248677248677,0.408262026025262,FALSE
"1606",1606,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Trai Hume","RightFoot","RegularPlay",65,0.083505891263485,NA,NA,95.0614035074,38.200238097,TRUE,TRUE,96.605263157,37.708,33.61875,1.219999994,"2023/2024","SecondHalf",FALSE,1.10085978835979,0.322751321164021,1,FALSE
"1607",1607,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Patrick Roberts","LeftFoot","RegularPlay",66,0.0313089452683926,NA,NA,94.4824561388,18.9546496839,TRUE,TRUE,96.9912280694,22.1775796217,32.39875,1.219999994,"2023/2024","SecondHalf",FALSE,1.42361111111111,0.322751321164021,1,FALSE
"1608",1608,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jobe Bellingham","Header","FromCorner",66,0.0680054426193237,NA,NA,98.4385964909,38.200238097,TRUE,TRUE,99.784482759,37.672,33.31375,1.219999994,"2023/2024","SecondHalf",FALSE,1.18154761904762,0.322751321164021,1,FALSE
"1609",1609,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Daniel Ballard","Header","FromCorner",66,0.03235187754035,0.1196,NA,98.0526315785,40.385476191,FALSE,TRUE,104.4310344828,35.3725,36.21125,0.3659999982,"2023/2024","SecondHalf",FALSE,0.415013227513228,0.0968253963492063,1,FALSE
"1610",1610,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","Goal","Callum O'Hare","RightFoot","RegularPlay",67,0.30423578619957,0.9143,NA,94.8684210512,37.744,FALSE,TRUE,NA,NA,30.7975,1.3034736778,"2023/2024","SecondHalf",FALSE,1.84722222222222,0.344834306296296,1,FALSE
"1611",1611,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","Goal","Kasey Palmer","RightFoot","RegularPlay",70,0.446235358715057,0.7813,NA,96.1228070165,30.304,FALSE,TRUE,NA,NA,31.255,0.2054736832,"2023/2024","SecondHalf",FALSE,1.72619047619048,0.0543581172486773,1,FALSE
"1612",1612,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","Miss","Adil Aouchiche","LeftFoot","RegularPlay",78,0.273295760154724,NA,NA,95.8333333322,38.78857143,FALSE,FALSE,NA,NA,41.31,1.60526315,"2023/2024","SecondHalf",FALSE,0,0.219598242134063,0.517099863201094,FALSE
"1613",1613,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","Miss","Eliezer Mayenda","RightFoot","RegularPlay",79,0.127509608864784,NA,NA,86.9970588232,33.00875,FALSE,FALSE,NA,NA,30.256,3.8547586248,"2023/2024","SecondHalf",FALSE,1.65778931819644,0.677248677248677,0.664114215486793,FALSE
"1614",1614,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jenson Seelt","Header","FromCorner",87,0.188281357288361,NA,NA,99.9741379314,33.92375,TRUE,TRUE,101.5862068968,33.61875,32.85625,1.219999994,"2023/2024","SecondHalf",FALSE,1.30257936507937,0.322751321164021,1,FALSE
"1615",1615,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Patrick Roberts","LeftFoot","RegularPlay",90,0.0702803432941437,0.0323,4,96.605263157,24.1393630621,FALSE,TRUE,104.3362068966,31.56,33.61875,0.2439999988,"2023/2024","SecondHalf",FALSE,1.10085978835979,0.0645502642328042,1,FALSE
"1616",1616,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Adil Aouchiche","LeftFoot","RegularPlay",90,0.0313249304890633,0.0357,6,96.5087719289,19.7954140155,FALSE,TRUE,104.051724138,31.4075,32.9325,0.5265263132,"2023/2024","SecondHalf",FALSE,1.28240740740741,0.139292675449735,1,FALSE
"1617",1617,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","Miss","Clinton N'Jie","RightFoot","RegularPlay",1,0.010041119530797,NA,NA,78.655825244,56.3245497562,FALSE,FALSE,NA,NA,21.8973248445,0.9824210478,"2023/2024","FirstHalf",FALSE,2,0.0811738756248071,0.312327642561091,FALSE
"1618",1618,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","Miss","Charilaos Charisis","RightFoot","SetPiece",2,0.0135716395452619,NA,NA,79.8946601952,29.21142857,FALSE,FALSE,NA,NA,37.72,6.7571034616,"2023/2024","FirstHalf",FALSE,0.627153099892225,0.677248677248677,0.378860559786933,FALSE
"1619",1619,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","Miss","Samu SÃ¡iz","RightFoot","RegularPlay",6,0.0330785736441612,NA,NA,91.7,23.7189808963,FALSE,FALSE,NA,NA,47.5039490415,0.4430526294,"2023/2024","FirstHalf",FALSE,-2.22044604925031e-16,0.0328091159140501,0.279918117906354,FALSE
"1620",1620,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Miss","Krzysztof Piatek","RightFoot","RegularPlay",18,0.0335066616535187,NA,NA,98.2456140347,21.2667515958,FALSE,FALSE,NA,NA,27.110238095,1.1622105206,"2023/2024","FirstHalf",FALSE,2,0.168686601456658,0.548640149270877,FALSE
"1621",1621,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","Goal","Samu SÃ¡iz","RightFoot","FastBreak",26,0.124001674354076,0.5269,NA,82.8228155344,37.732,FALSE,TRUE,NA,NA,30.72125,1.380526309,"2023/2024","FirstHalf",FALSE,1.86739417989418,0.36521860026455,1,FALSE
"1622",1622,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Miss","Berkay Ã–zcan","RightFoot","RegularPlay",41,0.0151508143171668,NA,NA,78.2053398072,47.5740127358,FALSE,FALSE,NA,NA,20.6361783471,6.513793116,"2023/2024","FirstHalf",FALSE,2,0.487419937588473,0.282853221045473,FALSE
"1623",1623,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Goal","Krzysztof Piatek","RightFoot","Penalty",45,0.7884,0.9601,0,94,34,FALSE,TRUE,NA,NA,32.85625,0.1219999994,"2023/2024","FirstHalf",FALSE,1.30257936507937,0.0322751321164021,1,FALSE
"1624",1624,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Joao Figueiredo","RightFoot","RegularPlay",45,0.0182107724249363,NA,3,85.4941176464,50.0262420363,TRUE,TRUE,97.4736842099,41.3678125,35.22,1.219999994,"2023/2024","FirstHalf",FALSE,0.677248677248676,0.322751321164021,1,FALSE
"1625",1625,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Joao Figueiredo","RightFoot","RegularPlay",45,0.0295156147330999,NA,3,79.21893204,38.452380954,TRUE,TRUE,92.6,36.05875,33.00875,1.219999994,"2023/2024","FirstHalf",FALSE,1.26223544973545,0.322751321164021,1,FALSE
"1626",1626,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Krzysztof Piatek","RightFoot","RegularPlay",49,0.0207260102033615,NA,NA,92.4,22.1075159274,TRUE,TRUE,94,23.3686624248,31.94125,1.219999994,"2023/2024","SecondHalf",FALSE,1.54464285714286,0.322751321164021,1,FALSE
"1627",1627,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Goal","Krzysztof Piatek","RightFoot","Penalty",51,0.7884,0.8622,NA,94,34,FALSE,TRUE,NA,NA,33.5425,0.7319999964,"2023/2024","SecondHalf",FALSE,1.12103174603175,0.193650792698413,1,FALSE
"1628",1628,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Leo Duarte","RightFoot","FromCorner",53,0.294481873512268,NA,NA,96.3157894727,34.68625,FALSE,TRUE,104.051724138,33.46625,33.2375,1.219999994,"2023/2024","SecondHalf",FALSE,1.20171957671958,0.322751321164021,1,TRUE
"1629",1629,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Miss","Krzysztof Piatek","LeftFoot","RegularPlay",60,0.00996171589940786,NA,NA,84.1742718448,48.9052229275,FALSE,FALSE,NA,NA,39.292857144,2.0483157794,"2023/2024","SecondHalf",FALSE,1.11022302462516e-16,0.38699623354127,0.714170040331624,FALSE
"1630",1630,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Dimitrios Pelkas","RightFoot","RegularPlay",61,0.0483650304377079,0.1156,NA,82.597572816,32.85625,FALSE,TRUE,103.8620689656,33.16125,32.0175,0.5265263132,"2023/2024","SecondHalf",FALSE,1.5244708994709,0.139292675449735,1,FALSE
"1631",1631,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Mehdi Abeid","RightFoot","RegularPlay",62,0.0465287938714027,NA,NA,84.5121359224,26.6321875,TRUE,TRUE,100.732758621,34.1525,36.2875,1.219999994,"2023/2024","SecondHalf",FALSE,0.39484126984127,0.322751321164021,1,FALSE
"1632",1632,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Goal","Dimitrios Pelkas","RightFoot","RegularPlay",62,0.811024904251099,0.863,NA,102.155172414,31.56,FALSE,TRUE,NA,NA,33.61875,0.4045263138,"2023/2024","SecondHalf",FALSE,1.10085978835979,0.107017543333333,1,FALSE
"1633",1633,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","AttemptSaved","Dimitrios Pelkas","LeftFoot","RegularPlay",62,0.549937665462494,0.8081,NA,100.6379310348,35.29625,FALSE,TRUE,102.4396551726,34.99125,34.83875,0.4045263138,"2023/2024","SecondHalf",FALSE,0.778108465608464,0.107017543333333,1,FALSE
"1634",1634,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","AttemptSaved","Rey Manaj","LeftFoot","RegularPlay",75,0.0688383281230927,0.0795,NA,90.8,32.09375,FALSE,TRUE,103.103448276,34.1525,35.60125,0.770526312,"2023/2024","SecondHalf",FALSE,0.576388888888889,0.20384293968254,1,FALSE
"1635",1635,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","AttemptSaved","Rey Manaj","LeftFoot","RegularPlay",79,0.104502469301224,0.0559,NA,93.8,26.774047619,FALSE,TRUE,102.3448275864,32.9325,33.085,0.2054736832,"2023/2024","SecondHalf",FALSE,1.24206349206349,0.0543581172486773,1,FALSE
"1636",1636,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Sivasspor","Basaksehir","AttemptSaved","Modou Barrow","LeftFoot","RegularPlay",85,0.0546397939324379,0.0362,NA,82.4849514568,23.4387261191,FALSE,TRUE,103.1982758622,32.3225,34.99125,0.6934736808,"2023/2024","SecondHalf",FALSE,0.73776455026455,0.183458645714286,1,FALSE
"1637",1637,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Miss","Deniz TÃ¼rÃ¼c","LeftFoot","FastBreak",90,0.137829482555389,NA,1,92.1,28.202857142,FALSE,FALSE,NA,NA,29.631666665,0.6228421022,"2023/2024","SecondHalf",FALSE,2,0.142581175573223,0.865318580364243,FALSE
"1638",1638,4257273,"17","Super Lig","19.12.2023 14:00:00","BaÅŸakÅŸehir","Sivasspor","Basaksehir","Sivasspor","Miss","Deniz TÃ¼rÃ¼c","RightFoot","FromCorner",90,0.0171466283500195,NA,5,84.85,41.9459375,FALSE,FALSE,NA,NA,20.9864968186,1.7850526228,"2023/2024","SecondHalf",FALSE,2,0.137169261644424,0.290467520337083,FALSE
"1639",1639,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Younes Belhanda","RightFoot","RegularPlay",2,0.0560631789267063,NA,NA,90.2,37.27875,TRUE,TRUE,94,36.5925,34.61,1.219999994,"2023/2024","FirstHalf",FALSE,0.838624338624339,0.322751321164021,1,FALSE
"1640",1640,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","Miss","Denis Dragus","RightFoot","RegularPlay",8,0.279713183641434,NA,NA,94.5789473669,35.22,FALSE,FALSE,NA,NA,22.948280259,0.5329473658,"2023/2024","FirstHalf",FALSE,2,0.0482230257633892,0.342028217199251,FALSE
"1641",1641,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","Miss","Denis Dragus","RightFoot","RegularPlay",10,0.0364366956055164,NA,NA,94.0964912264,19.5852229326,FALSE,FALSE,NA,NA,31.02625,4.4630344888,"2023/2024","FirstHalf",FALSE,1.45125536426445,0.677248677248677,0.573600765672846,FALSE
"1642",1642,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Denis Dragus","RightFoot","RegularPlay",17,0.0277900509536266,NA,NA,92.1,44.9115923524,TRUE,TRUE,94.7719298231,43.3701910778,31.255,0.8925263114,"2023/2024","FirstHalf",FALSE,1.72619047619048,0.236118071798942,1,FALSE
"1643",1643,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","Goal","Arda Kizildag","Header","FromCorner",17,0.125676587224007,0.4844,NA,97.0877192975,36.745,FALSE,TRUE,NA,NA,35.44875,1.9519999904,"2023/2024","FirstHalf",FALSE,0.616732804232803,0.516402113862434,1,FALSE
"1644",1644,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Max-Alain Gradel","LeftFoot","RegularPlay",20,0.0228118915110826,NA,NA,90.8,46.7332484042,TRUE,TRUE,92.4,45.5421656011,36.44,1.219999994,"2023/2024","FirstHalf",FALSE,0.354497354497353,0.322751321164021,1,FALSE
"1645",1645,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Max-Alain Gradel","LeftFoot","RegularPlay",22,0.0967936366796494,0.322,NA,99.5948275866,46.3128662384,FALSE,TRUE,103.6724137932,38.032142859,36.97375,1.7079999916,"2023/2024","FirstHalf",FALSE,0.21329365079365,0.45185184962963,1,FALSE
"1646",1646,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","Miss","Marko Jevtovic","Header","FromCorner",22,0.0358592420816422,NA,NA,101.681034483,42.6396875,FALSE,FALSE,NA,NA,37.744,4.8280000072,"2023/2024","FirstHalf",FALSE,0.474809642949943,0.677248677248677,0.530240264329385,FALSE
"1647",1647,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","M'Baye Niang","Header","RegularPlay",25,0.0492491647601128,0.1556,NA,95.640350876,30.304,FALSE,TRUE,104.1465517242,32.6275,31.4075,0.8539999958,"2023/2024","FirstHalf",FALSE,1.68584656084656,0.225925924814815,1,FALSE
"1648",1648,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Denis Dragus","RightFoot","RegularPlay",37,0.0814587101340294,0.1858,NA,101.681034483,43.3001273835,FALSE,TRUE,102.4396551726,41.888125,32.55125,0.2054736832,"2023/2024","FirstHalf",FALSE,1.3832671957672,0.0543581172486773,1,FALSE
"1649",1649,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Max-Alain Gradel","RightFoot","RegularPlay",37,0.0117132337763906,NA,NA,87.5338235292,53.0389808912,TRUE,TRUE,89.5,51.1472611451,34.61,1.219999994,"2023/2024","FirstHalf",FALSE,0.838624338624339,0.322751321164021,1,FALSE
"1650",1650,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Salem M'Bakata","RightFoot","RegularPlay",40,0.0198538936674595,NA,NA,84.1742718448,44.4211464923,TRUE,TRUE,87.426470588,43.5103184664,33.77125,0.9824210478,"2023/2024","FirstHalf",FALSE,1.06051587301587,0.259899748095238,1,FALSE
"1651",1651,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","AttemptSaved","Denis Dragus","RightFoot","RegularPlay",40,0.0384518206119537,NA,NA,96.7017543851,47.9943949016,TRUE,TRUE,100.3534482762,40.805714286,30.72125,1.219999994,"2023/2024","FirstHalf",FALSE,1.86739417989418,0.322751321164021,1,FALSE
"1652",1652,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Emre Akbaba","LeftFoot","RegularPlay",44,0.00726702809333801,NA,NA,79.782038836,52.058089171,TRUE,TRUE,84.3995145632,48.9752866218,33.085,1.219999994,"2023/2024","FirstHalf",FALSE,1.24206349206349,0.322751321164021,1,FALSE
"1653",1653,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","Miss","M'Baye Niang","LeftFoot","RegularPlay",45,0.0850030332803726,NA,1,94.675438595,38.116190478,FALSE,FALSE,NA,NA,39.62904762,1.0723157842,"2023/2024","FirstHalf",FALSE,0,0.190496840067592,0.671516792035951,FALSE
"1654",1654,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Yusuf Sari","LeftFoot","RegularPlay",47,0.0220741759985685,NA,NA,76.40339806,27.950714285,TRUE,TRUE,85.81617647,29.967857141,33.5425,1.219999994,"2023/2024","SecondHalf",FALSE,1.12103174603175,0.322751321164021,1,FALSE
"1655",1655,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Yusuf Erdogan","RightFoot","RegularPlay",51,0.0919213369488716,NA,NA,99.0175438595,42.0615625,TRUE,TRUE,99.784482759,41.3678125,35.22,1.219999994,"2023/2024","SecondHalf",FALSE,0.677248677248676,0.322751321164021,1,FALSE
"1656",1656,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Gaziantep","Adana Demirspor","Goal","Lazar Markovic","RightFoot","FromCorner",54,0.0243880320340395,0.3894,NA,89.5,55.537440751,FALSE,TRUE,NA,NA,31.255,1.219999994,"2023/2024","SecondHalf",FALSE,1.72619047619048,0.322751321164021,1,FALSE
"1657",1657,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","Miss","Benjamin Stambouli","RightFoot","RegularPlay",57,0.0144505072385073,NA,NA,81.5839805832,39.965238096,FALSE,FALSE,101.681034483,20.2858598756,17.343184715,1.60526315,"2023/2024","SecondHalf",FALSE,2,0.0963727532864936,0.226934136887741,FALSE
"1658",1658,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Benjamin Stambouli","RightFoot","RegularPlay",60,0.0495998226106167,0.018,NA,80.5703883504,28.034761904,FALSE,TRUE,104.1465517242,31.4075,33.5425,0.8539999958,"2023/2024","SecondHalf",FALSE,1.12103174603175,0.225925924814815,1,FALSE
"1659",1659,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Yusuf Sari","RightFoot","RegularPlay",63,0.0215114876627922,0.0219,NA,77.8674757296,29.043333332,FALSE,TRUE,102.0603448278,32.475,34.07625,1.2585263096,"2023/2024","SecondHalf",FALSE,0.979828042328042,0.332943468148148,1,FALSE
"1660",1660,4257274,"17","Super Lig","19.12.2023 17:00:00","Gaziantep","Adana Demirspor","Adana Demirspor","Gaziantep","AttemptSaved","Yusuf Erdogan","LeftFoot","FromCorner",66,0.0118646258488297,0.0199,NA,77.3043689336,34.915,FALSE,TRUE,103.1982758622,33.61875,34.22875,1.1814736784,"2023/2024","SecondHalf",FALSE,0.939484126984128,0.312559174179894,1,FALSE
