"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number","player_name_goal","player_name_ast","player_name_pen","year"
"FIFA World Cup Qualification — AFC","2019-10-10","FIFA World Cup Qualification — AFC (Second round)","IR Iran","4-3-1-2",14,NA,"Ahmad Nourollahi · 5&rsquor; Sardar Azmoun · 11&rsquor; Hossein Kanaanizadegan · 18&rsquor; Soeuy Visal (OG) · 22&rsquor; Sardar Azmoun · 35&rsquor; Karim Ansarifard · 40&rsquor; Sardar Azmoun · 44&rsquor; Karim Ansarifard · 48&rsquor; Mehdi Taremi · 54&rsquor; Karim Ansarifard · 60&rsquor; Mohammad Mohebbi · 65&rsquor; Mohammad Mohebbi · 67&rsquor; Mehrdad Mohammadi · 84&rsquor; Karim Ansarifard · 88&rsquor;","1","0","Cambodia","4-2-3-1",0,NA,"","0","0","https://fbref.com/en/matches/42d1c9b3/IR-Iran-Cambodia-October-10-2019-WCQ----AFC-M","Cambodia","Away",47,FALSE,2,"Penalty","Keo Sokpheng Penalty saved by Alireza Beiranvand","7:0",NA,NA,NA,"Keo Sokpheng",2022
"FIFA World Cup Qualification — AFC","2019-10-10","FIFA World Cup Qualification — AFC (Second round)","Oman","4-2-3-1",3,NA,"Abdul Aziz Al-Muqbali · 27&rsquor; Abdul Aziz Al-Muqbali · 38&rsquor; Muhsen Al Ghassani (P) · 60&rsquor;","0","0","Afghanistan","4-1-4-1",0,NA,"","1","0","https://fbref.com/en/matches/3e346188/Oman-Afghanistan-October-10-2019-WCQ----AFC-M","Oman","Home",60,FALSE,2,"Penalty","Muhsen Al Ghassani Penalty Kick","3:0",NA,NA,NA,"Muhsen Al Ghassani",2022
"FIFA World Cup Qualification — AFC","2019-10-10","FIFA World Cup Qualification — AFC (Second round)","Iraq","4-1-4-1",2,NA,"Meme · 37&rsquor; Ali Adnan Kadhim (P) · 79&rsquor;","2","0","Hong Kong","4-1-4-1",0,NA,"","1","0","https://fbref.com/en/matches/8f9ecc00/Iraq-Hong-Kong-October-10-2019-WCQ----AFC-M","Iraq","Home",9,FALSE,1,"Penalty","Meme Penalty saved by Yapp Hung Fai","0:0",NA,NA,NA,"Meme",2022
"FIFA World Cup Qualification — AFC","2019-10-10","FIFA World Cup Qualification — AFC (Second round)","Iraq","4-1-4-1",2,NA,"Meme · 37&rsquor; Ali Adnan Kadhim (P) · 79&rsquor;","2","0","Hong Kong","4-1-4-1",0,NA,"","1","0","https://fbref.com/en/matches/8f9ecc00/Iraq-Hong-Kong-October-10-2019-WCQ----AFC-M","Iraq","Home",79,FALSE,2,"Penalty","Ali Adnan Kadhim Penalty Kick","2:0",NA,NA,NA,"Ali Adnan Kadhim",2022
"FIFA World Cup Qualification — AFC","2019-10-15","FIFA World Cup Qualification — AFC (Second round)","Sri Lanka","5-4-1",0,NA,"","2","0","Lebanon","4-2-3-1",3,NA,"Hassan Maatouk (P) · 15&rsquor; Hilal El-Helwe (P) · 38&rsquor; Hilal El-Helwe · 81&rsquor;","0","0","https://fbref.com/en/matches/96fef4e8/Sri-Lanka-Lebanon-October-15-2019-WCQ----AFC-M","Lebanon","Away",15,FALSE,1,"Penalty","Hassan Maatouk Penalty Kick -","0:1",NA,NA,NA,"Hassan Maatouk",2022
"FIFA World Cup Qualification — AFC","2019-10-15","FIFA World Cup Qualification — AFC (Second round)","Sri Lanka","5-4-1",0,NA,"","2","0","Lebanon","4-2-3-1",3,NA,"Hassan Maatouk (P) · 15&rsquor; Hilal El-Helwe (P) · 38&rsquor; Hilal El-Helwe · 81&rsquor;","0","0","https://fbref.com/en/matches/96fef4e8/Sri-Lanka-Lebanon-October-15-2019-WCQ----AFC-M","Lebanon","Away",38,FALSE,1,"Penalty","Hilal El-Helwe Penalty Kick","0:2",NA,NA,NA,"Hilal El-Helwe",2022
"FIFA World Cup Qualification — AFC","2019-10-15","FIFA World Cup Qualification — AFC (Second round)","Qatar","4-1-4-1",2,NA,"Akram Afif · 3&rsquor; Almoez Ali · 72&rsquor;","1","0","Oman","4-2-3-1",1,NA,"Al-Mandhar Al Alawi · 65&rsquor;","1","0","https://fbref.com/en/matches/a59ca6de/Qatar-Oman-October-15-2019-WCQ----AFC-M","Qatar","Home",26,FALSE,1,"Penalty","Hassan Al-Haydos Penalty Miss","1:0",NA,NA,NA,"Hassan Al-Haydos",2022
"FIFA World Cup Qualification — AFC","2019-11-14","FIFA World Cup Qualification — AFC (Second round)","Myanmar","3-4-3",4,NA,"Suan Lam Mang · 10&rsquor; Suan Lam Mang · 41&rsquor; Aung Thu · 48&rsquor; Maung Maung Lwin · 63&rsquor;","1","0","Tajikistan","4-1-4-1",3,NA,"Manuchekhr Dzhalilov (P) · 36&rsquor; Farkhod Vosiyev · 57&rsquor; Manuchekhr Dzhalilov · 76&rsquor;","2","0","https://fbref.com/en/matches/787bd6f5/Myanmar-Tajikistan-November-14-2019-WCQ----AFC-M","Tajikistan","Away",36,FALSE,1,"Penalty","Manuchekhr Dzhalilov Penalty Kick","1:1",NA,NA,NA,"Manuchekhr Dzhalilov",2022
"FIFA World Cup Qualification — AFC","2019-11-14","FIFA World Cup Qualification — AFC (Second round)","Uzbekistan","4-1-4-1",2,NA,"Eldor Shomurodov · 16&rsquor; Otabek Shukurov (P) · 56&rsquor;","0","0","Saudi Arabia","4-1-4-1",3,NA,"Salman Al-Faraj (P) · 23&rsquor; Salman Al-Faraj · 85&rsquor; Salem Al-Dawsari · 89&rsquor;","2","0","https://fbref.com/en/matches/b63569e7/Uzbekistan-Saudi-Arabia-November-14-2019-WCQ----AFC-M","Saudi Arabia","Away",23,FALSE,1,"Penalty","Salman Al-Faraj Penalty Kick","1:1",NA,NA,NA,"Salman Al-Faraj",2022
"FIFA World Cup Qualification — AFC","2019-11-14","FIFA World Cup Qualification — AFC (Second round)","Uzbekistan","4-1-4-1",2,NA,"Eldor Shomurodov · 16&rsquor; Otabek Shukurov (P) · 56&rsquor;","0","0","Saudi Arabia","4-1-4-1",3,NA,"Salman Al-Faraj (P) · 23&rsquor; Salman Al-Faraj · 85&rsquor; Salem Al-Dawsari · 89&rsquor;","2","0","https://fbref.com/en/matches/b63569e7/Uzbekistan-Saudi-Arabia-November-14-2019-WCQ----AFC-M","Uzbekistan","Home",56,FALSE,2,"Penalty","Otabek Shukurov Penalty Kick","2:1",NA,NA,NA,"Otabek Shukurov",2022
"FIFA World Cup Qualification — AFC","2019-11-14","FIFA World Cup Qualification — AFC (Second round)","Kyrgyz Republic","5-1-3-1",0,NA,"","0","0","Japan","4-2-3-1",2,NA,"Takumi Minamino (P) · 41&rsquor; Genki Haraguchi · 54&rsquor;","1","0","https://fbref.com/en/matches/9b2d823a/Kyrgyz-Republic-Japan-November-14-2019-WCQ----AFC-M","Japan","Away",41,FALSE,1,"Penalty","Takumi Minamino Penalty Kick -","0:1",NA,NA,NA,"Takumi Minamino",2022
"FIFA World Cup Qualification — AFC","2019-11-19","FIFA World Cup Qualification — AFC (Second round)","Afghanistan","4-1-4-1",0,NA,"","1","0","Qatar","4-1-4-1",1,NA,"Akram Afif (P) · 76&rsquor;","3","0","https://fbref.com/en/matches/4c856cdc/Afghanistan-Qatar-November-19-2019-WCQ----AFC-M","Afghanistan","Home",29,FALSE,1,"Penalty","Omran Haydary Penalty saved by Saad Al Sheeb -","0:0",NA,NA,NA,"Omran Haydary",2022
"FIFA World Cup Qualification — AFC","2019-11-19","FIFA World Cup Qualification — AFC (Second round)","Afghanistan","4-1-4-1",0,NA,"","1","0","Qatar","4-1-4-1",1,NA,"Akram Afif (P) · 76&rsquor;","3","0","https://fbref.com/en/matches/4c856cdc/Afghanistan-Qatar-November-19-2019-WCQ----AFC-M","Qatar","Away",76,FALSE,2,"Penalty","Akram Afif Penalty Kick","0:1",NA,NA,NA,"Akram Afif",2022
"FIFA World Cup Qualification — AFC","2019-11-19","FIFA World Cup Qualification — AFC (Second round)","Oman","4-2-3-1",1,NA,"Muhsen Al Ghassani · 33&rsquor;","1","0","India","4-2-3-1",0,NA,"","2","0","https://fbref.com/en/matches/cbcb851d/Oman-India-November-19-2019-WCQ----AFC-M","Oman","Home",7,FALSE,1,"Penalty","Muhsen Al Ghassani Penalty Miss -","0:0",NA,NA,NA,"Muhsen Al Ghassani",2022
"FIFA World Cup Qualification — AFC","2019-11-19","FIFA World Cup Qualification — AFC (Second round)","Malaysia","4-1-4-1",2,NA,"Safawi Rasid · 30&rsquor; Safawi Rasid · 73&rsquor;","1","0","Indonesia","4-1-4-1",0,NA,"","1","0","https://fbref.com/en/matches/22a53223/Malaysia-Indonesia-November-19-2019-WCQ----AFC-M","Indonesia","Away",83,FALSE,2,"Penalty","Osas Saha Penalty saved by Khairulazhan Khalid","2:0",NA,NA,NA,"Osas Saha",2022
"FIFA World Cup Qualification — AFC","2020-12-04","FIFA World Cup Qualification — AFC (Second round)","Qatar","4-2-2-2",5,NA,"Abdulaziz Hatem · 9&rsquor; Akram Afif · 33&rsquor; Almoez Ali (P) · 72&rsquor; Almoez Ali · 78&rsquor; Akram Afif · 90+2&rsquor;","0","0","Bangladesh","4-2-3-1",0,NA,"","1","0","https://fbref.com/en/matches/9c6c602c/Qatar-Bangladesh-December-4-2020-WCQ----AFC-M","Qatar","Home",72,FALSE,2,"Penalty","Almoez Ali Penalty Kick","3:0",NA,NA,NA,"Almoez Ali",2022
"FIFA World Cup Qualification — AFC","2021-03-30","FIFA World Cup Qualification — AFC (Second round)","Saudi Arabia","4-2-3-1",5,NA,"Yasser Al-Shahrani · 37&rsquor; Fahad Al Muwallad · 43&rsquor; Saleh Al-Shehri · 52&rsquor; Saleh Al-Shehri · 58&rsquor; Salem Al-Dawsari (P) · 88&rsquor;","1","0","Palestine","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/64ae101b/Saudi-Arabia-Palestine-March-30-2021-WCQ----AFC-M","Saudi Arabia","Home",88,FALSE,2,"Penalty","Salem Al-Dawsari Penalty Kick","5:0",NA,NA,NA,"Salem Al-Dawsari",2022
"FIFA World Cup Qualification — AFC","2021-05-28","FIFA World Cup Qualification — AFC (Second round)","Japan","4-2-3-1",10,NA,"Takumi Minamino · 8&rsquor; Yuya Osako · 22&rsquor; Yuya Osako (P) · 30&rsquor; Yuya Osako · 36&rsquor; Yuya Osako · 49&rsquor; Hidemasa Morita · 56&rsquor; Takumi Minamino · 66&rsquor; Daichi Kamada · 84&rsquor; Yuya Osako · 88&rsquor; Ko Itakura · 90&rsquor;","1","0","Myanmar","4-1-4-1",0,NA,"","1","0","https://fbref.com/en/matches/35faea27/Japan-Myanmar-May-28-2021-WCQ----AFC-M","Japan","Home",30,FALSE,1,"Penalty","Yuya Osako Penalty Kick","3:0",NA,NA,NA,"Yuya Osako",2022
"FIFA World Cup Qualification — AFC","2021-05-30","FIFA World Cup Qualification — AFC (Second round)","Guam","5-4-1",0,NA,"","2","0","China PR","4-2-2-2",7,NA,"Wu Lei (P) · 20&rsquor; Jin Jingdao · 39&rsquor; Wu Lei · 55&rsquor; Wu Xi · 61&rsquor; Elkeson · 65&rsquor; Alan Carvalho · 83&rsquor; Alan Carvalho · 87&rsquor;","1","0","https://fbref.com/en/matches/0c4ddba8/Guam-China-PR-May-30-2021-WCQ----AFC-M","China PR","Away",20,FALSE,1,"Penalty","Wu Lei Penalty Kick","0:1",NA,NA,NA,"Wu Lei",2022
"FIFA World Cup Qualification — AFC","2021-06-03","FIFA World Cup Qualification — AFC (Second round)","Palestine","4-1-4-1",4,NA,"Tamer Seyam (P) · 20&rsquor; Oday Dabbagh · 23&rsquor; Tamer Seyam (P) · 30&rsquor; Yaser Hamed · 85&rsquor;","2","0","Singapore","4-2-2-2",0,NA,"","1","0","https://fbref.com/en/matches/48dfb797/Palestine-Singapore-June-3-2021-WCQ----AFC-M","Palestine","Home",20,FALSE,1,"Penalty","Tamer Seyam Penalty Kick","1:0",NA,NA,NA,"Tamer Seyam",2022
"FIFA World Cup Qualification — AFC","2021-06-03","FIFA World Cup Qualification — AFC (Second round)","Palestine","4-1-4-1",4,NA,"Tamer Seyam (P) · 20&rsquor; Oday Dabbagh · 23&rsquor; Tamer Seyam (P) · 30&rsquor; Yaser Hamed · 85&rsquor;","2","0","Singapore","4-2-2-2",0,NA,"","1","0","https://fbref.com/en/matches/48dfb797/Palestine-Singapore-June-3-2021-WCQ----AFC-M","Palestine","Home",30,FALSE,1,"Penalty","Tamer Seyam Penalty Kick","3:0",NA,NA,NA,"Tamer Seyam",2022
"FIFA World Cup Qualification — AFC","2021-06-03","FIFA World Cup Qualification — AFC (Second round)","Australia","4-2-3-1",3,NA,"Mathew Leckie · 1&rsquor; Jackson Irvine · 24&rsquor; Ajdin Hrustic · 66&rsquor;","0","0","Kuwait","4-2-3-1",0,NA,"","1","0","https://fbref.com/en/matches/92739367/Australia-Kuwait-June-3-2021-WCQ----AFC-M","Australia","Home",24,FALSE,1,"Penalty","Martin Boyle Penalty saved by Sulaiman Abdulghafoor","1:0",NA,NA,NA,"Martin Boyle",2022
"FIFA World Cup Qualification — AFC","2021-06-04","FIFA World Cup Qualification — AFC (Second round)","Maldives","4-2-3-1",0,NA,"","0","0","Syria","3-4-3",4,NA,"Mahmoud Al-Mawas · 29&rsquor; Aias Aosman (P) · 34&rsquor; Mahmoud Al-Mawas (P) · 45+3&rsquor; Mahmoud Al-Mawas (P) · 72&rsquor; Moayad Ajan · 85&rsquor;","6","1","https://fbref.com/en/matches/03527f41/Maldives-Syria-June-4-2021-WCQ----AFC-M","Syria","Away",34,FALSE,1,"Penalty","Aias Aosman Penalty Kick","0:2",NA,NA,NA,"Aias Aosman",2022
"FIFA World Cup Qualification — AFC","2021-06-04","FIFA World Cup Qualification — AFC (Second round)","Maldives","4-2-3-1",0,NA,"","0","0","Syria","3-4-3",4,NA,"Mahmoud Al-Mawas · 29&rsquor; Aias Aosman (P) · 34&rsquor; Mahmoud Al-Mawas (P) · 45+3&rsquor; Mahmoud Al-Mawas (P) · 72&rsquor; Moayad Ajan · 85&rsquor;","6","1","https://fbref.com/en/matches/03527f41/Maldives-Syria-June-4-2021-WCQ----AFC-M","Syria","Away",48,FALSE,1,"Penalty","Mahmoud Al-Mawas Penalty Kick","0:3",NA,NA,NA,"Mahmoud Al-Mawas",2022
"FIFA World Cup Qualification — AFC","2021-06-04","FIFA World Cup Qualification — AFC (Second round)","Maldives","4-2-3-1",0,NA,"","0","0","Syria","3-4-3",4,NA,"Mahmoud Al-Mawas · 29&rsquor; Aias Aosman (P) · 34&rsquor; Mahmoud Al-Mawas (P) · 45+3&rsquor; Mahmoud Al-Mawas (P) · 72&rsquor; Moayad Ajan · 85&rsquor;","6","1","https://fbref.com/en/matches/03527f41/Maldives-Syria-June-4-2021-WCQ----AFC-M","Syria","Away",72,FALSE,2,"Penalty","Mahmoud Al-Mawas Penalty Kick","0:4",NA,NA,NA,"Mahmoud Al-Mawas",2022
"FIFA World Cup Qualification — AFC","2021-06-05","FIFA World Cup Qualification — AFC (Second round)","Lebanon","4-2-3-1",3,NA,"Joan Oumari · 11&rsquor; Mohamad Kdouh · 17&rsquor; Joan Oumari · 45&rsquor;","1","0","Sri Lanka","3-4-3",2,NA,"Ahmed Waseem Razeek · 9&rsquor; Ahmed Waseem Razeek (P) · 62&rsquor;","3","0","https://fbref.com/en/matches/2ef8d8f6/Lebanon-Sri-Lanka-June-5-2021-WCQ----AFC-M","Sri Lanka","Away",62,FALSE,2,"Penalty","Ahmed Waseem Razeek Penalty Kick","3:2",NA,NA,NA,"Ahmed Waseem Razeek",2022
"FIFA World Cup Qualification — AFC","2021-06-07","FIFA World Cup Qualification — AFC (Second round)","Iraq","4-1-3-2",4,NA,"Meme · 1&rsquor; Bashar Resan · 23&rsquor; Ali Adnan Kadhim (P) · 27&rsquor; Safaa Hadi · 90+3&rsquor;","2","0","Cambodia","4-2-3-1",1,NA,"Soeuy Visal · 56&rsquor;","2","0","https://fbref.com/en/matches/0487bc5b/Iraq-Cambodia-June-7-2021-WCQ----AFC-M","Iraq","Home",27,FALSE,1,"Penalty","Ali Adnan Kadhim Penalty Kick","3:0",NA,NA,NA,"Ali Adnan Kadhim",2022
"FIFA World Cup Qualification — AFC","2021-06-07","FIFA World Cup Qualification — AFC (Second round)","Nepal","4-1-4-1",0,NA,"","1","0","Jordan","4-2-2-2",3,NA,"Baha' Faisal (P) · 24&rsquor; Baha' Faisal · 49&rsquor; Yazan Al Arab · 67&rsquor;","1","0","https://fbref.com/en/matches/35ad239a/Nepal-Jordan-June-7-2021-WCQ----AFC-M","Jordan","Away",24,FALSE,1,"Penalty","Baha' Faisal Penalty Kick -","0:1",NA,NA,NA,"Baha' Faisal",2022
"FIFA World Cup Qualification — AFC","2021-06-07","FIFA World Cup Qualification — AFC (Second round)","Oman","4-3-1-2",0,NA,"","0","0","Qatar","3-3-2-2",1,NA,"Hassan Al-Haydos (P) · 40&rsquor;","2","0","https://fbref.com/en/matches/5d0fd958/Oman-Qatar-June-7-2021-WCQ----AFC-M","Qatar","Away",40,FALSE,1,"Penalty","Hassan Al-Haydos Penalty Kick","0:1",NA,NA,NA,"Hassan Al-Haydos",2022
"FIFA World Cup Qualification — AFC","2021-06-07","FIFA World Cup Qualification — AFC (Second round)","China PR","4-1-4-1",2,NA,"Wu Lei (P) · 56&rsquor; Wu Xinghan · 65&rsquor;","0","0","Philippines","4-1-4-1",0,NA,"","3","0","https://fbref.com/en/matches/575c7101/China-PR-Philippines-June-7-2021-WCQ----AFC-M","China PR","Home",56,FALSE,2,"Penalty","Wu Lei Penalty Kick","1:0",NA,NA,NA,"Wu Lei",2022
"FIFA World Cup Qualification — AFC","2021-06-07","FIFA World Cup Qualification — AFC (Second round)","Australia","4-2-2-2",5,NA,"Harry Souttar · 11&rsquor; Jamie Maclaren (P) · 27&rsquor; Trent Sainsbury · 41&rsquor; Mitchell Duke · 46&rsquor; Mitchell Duke · 84&rsquor;","0","0","Chinese Taipei","5-4-1",1,NA,"Gao Wei-jie · 62&rsquor;","1","0","https://fbref.com/en/matches/f4e3376a/Australia-Chinese-Taipei-June-7-2021-WCQ----AFC-M","Australia","Home",27,FALSE,1,"Penalty","Jamie Maclaren Penalty Kick","2:0",NA,NA,NA,"Jamie Maclaren",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Cambodia","5-3-2",0,NA,"","2","0","IR Iran","4-4-2",10,NA,"Alireza Jahanbakhsh (P) · 15&rsquor; Shoja' Khalilzadeh · 23&rsquor; Mehdi Taremi · 27&rsquor; Sor Rotana (OG) · 32&rsquor; Milad Mohammadi · 58&rsquor; Morteza Pouraliganji · 63&rsquor; Karim Ansarifard (P) · 77&rsquor; Kaveh Rezaei · 80&rsquor; Mehdi Ghaedi · 84&rsquor; Kaveh Rezaei · 86&rsquor;","0","0","https://fbref.com/en/matches/f35af29c/Cambodia-IR-Iran-June-11-2021-WCQ----AFC-M","IR Iran","Away",15,FALSE,1,"Penalty","Alireza Jahanbakhsh Penalty Kick -","0:1",NA,NA,NA,"Alireza Jahanbakhsh",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Cambodia","5-3-2",0,NA,"","2","0","IR Iran","4-4-2",10,NA,"Alireza Jahanbakhsh (P) · 15&rsquor; Shoja' Khalilzadeh · 23&rsquor; Mehdi Taremi · 27&rsquor; Sor Rotana (OG) · 32&rsquor; Milad Mohammadi · 58&rsquor; Morteza Pouraliganji · 63&rsquor; Karim Ansarifard (P) · 77&rsquor; Kaveh Rezaei · 80&rsquor; Mehdi Ghaedi · 84&rsquor; Kaveh Rezaei · 86&rsquor;","0","0","https://fbref.com/en/matches/f35af29c/Cambodia-IR-Iran-June-11-2021-WCQ----AFC-M","IR Iran","Away",45,FALSE,1,"Penalty","Saeid Ezatolahi Penalty Miss","0:4",NA,NA,NA,"Saeid Ezatolahi",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Cambodia","5-3-2",0,NA,"","2","0","IR Iran","4-4-2",10,NA,"Alireza Jahanbakhsh (P) · 15&rsquor; Shoja' Khalilzadeh · 23&rsquor; Mehdi Taremi · 27&rsquor; Sor Rotana (OG) · 32&rsquor; Milad Mohammadi · 58&rsquor; Morteza Pouraliganji · 63&rsquor; Karim Ansarifard (P) · 77&rsquor; Kaveh Rezaei · 80&rsquor; Mehdi Ghaedi · 84&rsquor; Kaveh Rezaei · 86&rsquor;","0","0","https://fbref.com/en/matches/f35af29c/Cambodia-IR-Iran-June-11-2021-WCQ----AFC-M","IR Iran","Away",77,FALSE,2,"Penalty","Karim Ansarifard Penalty Kick","0:7",NA,NA,NA,"Karim Ansarifard",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Malaysia","4-1-4-1",1,NA,"Guilherme de Paula Lucrecio (P) · 72&rsquor;","5","0","Vietnam","3-4-3",2,NA,"Nguy<U+1EC5>n Ti<U+1EBF>n Linh · 27&rsquor; Qu<U+1EBF> Ng<U+1ECD>c H<U+1EA3>i (P) · 82&rsquor;","0","0","https://fbref.com/en/matches/7d2a1c80/Malaysia-Vietnam-June-11-2021-WCQ----AFC-M","Malaysia","Home",72,FALSE,2,"Penalty","Guilherme de Paula Lucrecio Penalty Kick","1:1",NA,NA,NA,"Guilherme de Paula Lucrecio",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Malaysia","4-1-4-1",1,NA,"Guilherme de Paula Lucrecio (P) · 72&rsquor;","5","0","Vietnam","3-4-3",2,NA,"Nguy<U+1EC5>n Ti<U+1EBF>n Linh · 27&rsquor; Qu<U+1EBF> Ng<U+1ECD>c H<U+1EA3>i (P) · 82&rsquor;","0","0","https://fbref.com/en/matches/7d2a1c80/Malaysia-Vietnam-June-11-2021-WCQ----AFC-M","Vietnam","Away",82,FALSE,2,"Penalty","Que Ngoc Hai Penalty Kick","1:2",NA,NA,NA,"Que Ngoc Hai",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Indonesia","5-4-1",0,NA,"","1","0","United Arab Emirates","4-2-3-1",5,NA,"Ali Mabkhout · 22&rsquor; Fábio Virginio de Lima · 28&rsquor; Ali Mabkhout (P) · 49&rsquor; Fábio Virginio de Lima · 55&rsquor; Sebastián Tagliabué · 86&rsquor;","0","0","https://fbref.com/en/matches/f2bf9025/Indonesia-United-Arab-Emirates-June-11-2021-WCQ----AFC-M","Indonesia","Home",39,FALSE,1,"Penalty","Evan Dimas Penalty saved by Ali Khasif","0:2",NA,NA,NA,"Evan Dimas",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Indonesia","5-4-1",0,NA,"","1","0","United Arab Emirates","4-2-3-1",5,NA,"Ali Mabkhout · 22&rsquor; Fábio Virginio de Lima · 28&rsquor; Ali Mabkhout (P) · 49&rsquor; Fábio Virginio de Lima · 55&rsquor; Sebastián Tagliabué · 86&rsquor;","0","0","https://fbref.com/en/matches/f2bf9025/Indonesia-United-Arab-Emirates-June-11-2021-WCQ----AFC-M","United Arab Emirates","Away",49,FALSE,2,"Penalty","Ali Mabkhout Penalty Kick","0:3",NA,NA,NA,"Ali Mabkhout",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Yemen","4-2-3-1",0,NA,"","3","0","Uzbekistan","4-1-4-1",1,NA,"Jaloliddin Masharipov (P) · 19&rsquor;","2","0","https://fbref.com/en/matches/b60bcaf0/Yemen-Uzbekistan-June-11-2021-WCQ----AFC-M","Uzbekistan","Away",19,FALSE,1,"Penalty","Jaloliddin Masharipov Penalty Kick","0:1",NA,NA,NA,"Jaloliddin Masharipov",2022
"FIFA World Cup Qualification — AFC","2021-06-11","FIFA World Cup Qualification — AFC (Second round)","Yemen","4-2-3-1",0,NA,"","3","0","Uzbekistan","4-1-4-1",1,NA,"Jaloliddin Masharipov (P) · 19&rsquor;","2","0","https://fbref.com/en/matches/b60bcaf0/Yemen-Uzbekistan-June-11-2021-WCQ----AFC-M","Uzbekistan","Away",82,FALSE,2,"Penalty","Odil Ahmedov Penalty saved by Mohammed Aman","0:1",NA,NA,NA,"Odil Ahmedov",2022
"FIFA World Cup Qualification — AFC","2021-06-13","FIFA World Cup Qualification — AFC (Second round)","Korea Republic","4-2-3-1",2,NA,"Maher Sabra (OG) · 51&rsquor; Son Heung-min (P) · 66&rsquor;","0","0","Lebanon","4-2-3-1",1,NA,"Soony Saad · 12&rsquor;","0","0","https://fbref.com/en/matches/e80defca/Korea-Republic-Lebanon-June-13-2021-WCQ----AFC-M","Korea Republic","Home",66,FALSE,2,"Penalty","Son Heung-min Penalty Kick","2:1",NA,NA,NA,"Son Heung-min",2022
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","Japan","4-2-3-1",5,NA,"Ado Onaiwu (P) · 27&rsquor; Ado Onaiwu · 31&rsquor; Ado Onaiwu · 33&rsquor; Sho Sasaki · 72&rsquor; Takuma Asano · 77&rsquor;","0","0","Kyrgyz Republic","5-1-3-1",1,NA,"Mirlan Murzaev (P) · 45+2&rsquor;","3","0","https://fbref.com/en/matches/8e62935f/Japan-Kyrgyz-Republic-June-15-2021-WCQ----AFC-M","Japan","Home",27,FALSE,1,"Penalty","Ado Onaiwu Penalty Kick","1:0",NA,NA,NA,"Ado Onaiwu",2022
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","Japan","4-2-3-1",5,NA,"Ado Onaiwu (P) · 27&rsquor; Ado Onaiwu · 31&rsquor; Ado Onaiwu · 33&rsquor; Sho Sasaki · 72&rsquor; Takuma Asano · 77&rsquor;","0","0","Kyrgyz Republic","5-1-3-1",1,NA,"Mirlan Murzaev (P) · 45+2&rsquor;","3","0","https://fbref.com/en/matches/8e62935f/Japan-Kyrgyz-Republic-June-15-2021-WCQ----AFC-M","Kyrgyz Republic","Away",47,FALSE,1,"Penalty","Mirlan Murzaev Penalty Kick","3:1",NA,NA,NA,"Mirlan Murzaev",2022
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","Bahrain","4-1-4-1",4,NA,"Sayed Saeed · 49&rsquor; Hashim Sayed Isa (P) · 54&rsquor; Yapp Hung Fai (OG) · 70&rsquor; Ismail Abdullatif (P) · 90&rsquor;","0","0","Hong Kong","5-4-1",0,NA,"","1","0","https://fbref.com/en/matches/4abba5ce/Bahrain-Hong-Kong-June-15-2021-WCQ----AFC-M","Bahrain","Home",54,FALSE,2,"Penalty","Hashim Sayed Isa Penalty Kick","2:0",NA,NA,NA,"Hashim Sayed Isa",2022
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","Bahrain","4-1-4-1",4,NA,"Sayed Saeed · 49&rsquor; Hashim Sayed Isa (P) · 54&rsquor; Yapp Hung Fai (OG) · 70&rsquor; Ismail Abdullatif (P) · 90&rsquor;","0","0","Hong Kong","5-4-1",0,NA,"","1","0","https://fbref.com/en/matches/4abba5ce/Bahrain-Hong-Kong-June-15-2021-WCQ----AFC-M","Bahrain","Home",90,FALSE,2,"Penalty","Ismail Abdullatif Penalty Kick","4:0",NA,NA,NA,"Ismail Abdullatif",2022
