"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number","player_name_goal","player_name_ast","player_name_pen"
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Comoros","Home",68,FALSE,2,"Goal","Myziane Maolida Assist: Saïd Bakari","4:1",NA,"Myziane Maolida","Saïd Bakari",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Central African Republic","Away",73,FALSE,2,"Substitute","Christian Yawanendji for Amos Youga","4:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Central African Republic","Away",73,FALSE,2,"Own Goal","Younn Zahary Own Goal","4:2",NA,"Younn Zahary Own Goal",NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Central African Republic","Away",73,FALSE,2,"Substitute","Axel Urie for Goduine Koyalipou","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Comoros","Home",77,FALSE,2,"Substitute","Ahmed Mogni for Myziane Maolida","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Comoros","Home",77,FALSE,2,"Substitute","Zainou-Dine Mohamed for Kassim M'Dahoma","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Comoros","Home",77,FALSE,2,"Substitute","Kassim Hadji for Benjaloud Youssouf","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Comoros","Home",88,FALSE,2,"Substitute","Adel Mahamoud for Rafiki Said","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Comoros","Home",92,FALSE,2,"Substitute","Raimane Daou for Faïz Selemani","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Comoros","4-2-3-1",4,NA,"Kassim M'Dahoma · 29&rsquor; Benjaloud Youssouf · 50&rsquor; Rafiki Said · 58&rsquor; Myziane Maolida · 68&rsquor;","0","0","Central African Republic","4-2-3-1",2,NA,"Abdel Abdallah (OG) · 10&rsquor; Younn Zahary (OG) · 73&rsquor;","2","0","https://fbref.com/en/matches/99966711/Comoros-Central-African-Republic-November-17-2023-WCQ----CAF-M","Central African Republic","Away",92,FALSE,2,"Yellow Card","Sadock Ndobé","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Liberia","Home",28,FALSE,1,"Substitute","Divine Teah for Brem Soumaoro","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Liberia","Home",33,FALSE,1,"Substitute","Ashley Williams for Boison Wynney","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Malawi","Away",46,FALSE,2,"Substitute","Wise Dinho Mpinganjira for Lanjesi Nkhoma","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Malawi","Away",46,FALSE,2,"Substitute","Christopher Kumwembe for Olson Kanjira","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Liberia","Home",63,FALSE,2,"Substitute","Albert Korvah for Tonia Tisdell","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Liberia","Home",64,FALSE,2,"Substitute","William Jebor for Divine Teah","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Malawi","Away",67,FALSE,2,"Substitute","Chifundo Mphasi for Robert Saizi","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Liberia","Home",71,FALSE,2,"Yellow Card","Kesselly Kamara","0:0",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Malawi","Away",78,FALSE,2,"Goal","Chifundo Mphasi Assist: Christopher Kumwembe","0:1",NA,"Chifundo Mphasi","Christopher Kumwembe",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Liberia","4-2-3-1",0,NA,"","1","0","Malawi","4-2-3-1",1,NA,"Chifundo Mphasi · 78&rsquor;","0","0","https://fbref.com/en/matches/c8d1b1cc/Liberia-Malawi-November-17-2023-WCQ----CAF-M","Malawi","Away",86,FALSE,2,"Substitute","Blessings Mpokera for Chimwemwe Idana","0:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",5,FALSE,1,"Goal","Patson Daka Assist: Emmanuel Banda","1:0",NA,"Patson Daka","Emmanuel Banda",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",13,FALSE,1,"Goal","Silvère Ganvoula M'Boussy Assist: Yhoan Andzouana","1:1",NA,"Silvère Ganvoula M'Boussy","Yhoan Andzouana",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",15,FALSE,1,"Goal","Mons Bassouamina Assist: Gaius Makouta","1:2",NA,"Mons Bassouamina","Gaius Makouta",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",43,FALSE,1,"Goal","Lameck Banda Assist: Kings Kangwa","2:2",NA,"Lameck Banda","Kings Kangwa",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",46,FALSE,2,"Substitute","Bradley Mazikou for Morgan Poaty","2:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",55,FALSE,2,"Substitute","Julfin Ondongo for Bradley Mazikou","2:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",56,FALSE,2,"Substitute","Domi Massoumou for Prestige Mboungou","2:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",66,FALSE,2,"Substitute","Clatous Chama for Benson Sakala","2:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",69,FALSE,2,"Goal","Fashion Sakala Assist: Lameck Banda","3:2",NA,"Fashion Sakala","Lameck Banda",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",81,FALSE,2,"Substitute","Chandrel Massanga for Gaius Makouta","3:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Congo","Away",81,FALSE,2,"Substitute","Gabriel Charpentier for Mons Bassouamina","3:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",83,FALSE,2,"Substitute","Edward Chilufya for Lameck Banda","3:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",92,FALSE,2,"Goal","Patson Daka","4:2",NA,"Patson Daka",NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Zambia","4-1-4-1",4,NA,"Patson Daka · 5&rsquor; Lameck Banda · 43&rsquor; Fashion Sakala · 69&rsquor; Patson Daka · 90+2&rsquor;","0","0","Congo","4-2-3-1",2,NA,"Silvère Ganvoula M'Boussy · 13&rsquor; Mons Bassouamina · 15&rsquor;","0","0","https://fbref.com/en/matches/91efeb9e/Zambia-Congo-November-17-2023-WCQ----CAF-M","Zambia","Home",94,FALSE,2,"Substitute","Golden Mafwenta for Fashion Sakala","4:2",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",20,FALSE,1,"Goal","Mama Samba Baldé Assist: Alfa Semedo","0:1",NA,"Mama Samba Baldé","Alfa Semedo",NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",44,FALSE,1,"Yellow Card","Janio Bikel","0:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Burkina Faso","Home",51,FALSE,1,"Substitute","Steeve Yago for Issa Kaboré","0:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Burkina Faso","Home",62,FALSE,2,"Goal","Bertrand Traoré","1:1",NA,"Bertrand Traoré",NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Burkina Faso","Home",68,FALSE,2,"Yellow Card","Ismahila Ouédraogo","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",68,FALSE,2,"Substitute","Marciano Tchami for Mama Samba Baldé","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",69,FALSE,2,"Yellow Card","Alfa Semedo","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Burkina Faso","Home",74,FALSE,2,"Substitute","Stephane Aziz Ki for Gustavo Sangaré","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Burkina Faso","Home",83,FALSE,2,"Substitute","Hassane Bandé for Bertrand Traoré","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",83,FALSE,2,"Substitute","Famana Quizera for Franculino Djú","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",83,FALSE,2,"Substitute","Moreto Cassamã for Dálcio","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Burkina Faso","Home",85,FALSE,2,"Yellow Card","Issoufou Dayo","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",88,FALSE,2,"Substitute","Mauro Rodrigues for Janio Bikel","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Burkina Faso","4-1-4-1",1,NA,"Bertrand Traoré · 62&rsquor;","2","0","Guinea-Bissau","4-1-4-1",1,NA,"Mama Samba Baldé · 20&rsquor;","3","0","https://fbref.com/en/matches/4a80f2e4/Burkina-Faso-Guinea-Bissau-November-17-2023-WCQ----CAF-M","Guinea-Bissau","Away",91,FALSE,2,"Yellow Card","Sori Mané","1:1",NA,NA,NA,NA
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Côte d'Ivoire","3-1-4-2",9,NA,"Sébastien Haller (P) · 20&rsquor; Ibrahim Sangaré · 24&rsquor; Simon Adingra · 36&rsquor; Karim Konaté (P) · 40&rsquor; Seko Fofana · 60&rsquor; Hamed Junior Traorè · 77&rsquor; Jean-Philippe Krasso (P) · 84&rsquor; Hamed Junior Traorè · 90+4&rsquor; Karim Konaté · 90+5&rsquor;","0","0","Seychelles","5-2-1-2",0,NA,"","2","0","https://fbref.com/en/matches/876807e5/Cote-dIvoire-Seychelles-November-17-2023-WCQ----CAF-M","Côte d'Ivoire","Home",20,FALSE,1,"Penalty","Sébastien Haller Penalty Kick —","1:0",NA,NA,NA,"Sébastien Haller"
