"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number","player_name_goal","player_name_ast","player_name_pen","year"
"Africa Cup of Nations","2022-01-09","Africa Cup of Nations (Group stage)","Cameroon","4-1-4-1",2,NA,"Vincent Aboubakar (P) · 40&rsquor; Vincent Aboubakar (P) · 45+3&rsquor;","1","0","Burkina Faso","4-2-3-1",1,NA,"Gustavo Sangaré · 24&rsquor;","2","0","https://fbref.com/en/matches/5ddd2df6/Cameroon-Burkina-Faso-January-9-2022-Africa-Cup-of-Nations","Cameroon","Home",40,FALSE,1,"Penalty","Vincent Aboubakar Penalty Kick","1:1",NA,NA,NA,"Vincent Aboubakar",2021
"Africa Cup of Nations","2022-01-09","Africa Cup of Nations (Group stage)","Cameroon","4-1-4-1",2,NA,"Vincent Aboubakar (P) · 40&rsquor; Vincent Aboubakar (P) · 45+3&rsquor;","1","0","Burkina Faso","4-2-3-1",1,NA,"Gustavo Sangaré · 24&rsquor;","2","0","https://fbref.com/en/matches/5ddd2df6/Cameroon-Burkina-Faso-January-9-2022-Africa-Cup-of-Nations","Cameroon","Home",48,FALSE,1,"Penalty","Vincent Aboubakar Penalty Kick","2:1",NA,NA,NA,"Vincent Aboubakar",2021
"Africa Cup of Nations","2022-01-10","Africa Cup of Nations (Group stage)","Senegal","4-1-4-1",1,NA,"Sadio Mané (P) · 90+7&rsquor;","1","0","Zimbabwe","4-1-4-1",0,NA,"","2","0","https://fbref.com/en/matches/c5beed8c/Senegal-Zimbabwe-January-10-2022-Africa-Cup-of-Nations","Senegal","Home",97,FALSE,2,"Penalty","Sadio Mané Penalty Kick","1:0",NA,NA,NA,"Sadio Mané",2021
"Africa Cup of Nations","2022-01-11","Africa Cup of Nations (Group stage)","Sudan","4-2-2-2",0,NA,"","2","0","Guinea-Bissau","4-1-4-1",0,NA,"","1","0","https://fbref.com/en/matches/ab62d451/Sudan-Guinea-Bissau-January-11-2022-Africa-Cup-of-Nations","Guinea-Bissau","Away",82,FALSE,2,"Penalty","Pelé Penalty saved by Ali Aboeshren","0:0",NA,NA,NA,"Pelé",2021
"Africa Cup of Nations","2022-01-12","Africa Cup of Nations (Group stage)","Tunisia","3-4-3",0,NA,"","2","0","Mali","4-2-3-1",1,NA,"Ibrahima Koné (P) · 48&rsquor; El Bilal Touré · 87&rsquor;","2","1","https://fbref.com/en/matches/712690b3/Tunisia-Mali-January-12-2022-Africa-Cup-of-Nations","Mali","Away",48,FALSE,2,"Penalty","Ibrahima Koné Penalty Kick","0:1",NA,NA,NA,"Ibrahima Koné",2021
"Africa Cup of Nations","2022-01-12","Africa Cup of Nations (Group stage)","Tunisia","3-4-3",0,NA,"","2","0","Mali","4-2-3-1",1,NA,"Ibrahima Koné (P) · 48&rsquor; El Bilal Touré · 87&rsquor;","2","1","https://fbref.com/en/matches/712690b3/Tunisia-Mali-January-12-2022-Africa-Cup-of-Nations","Tunisia","Home",77,FALSE,2,"Penalty","Wahbi Khazri Penalty saved by Ibrahim Mounkoro","0:1",NA,NA,NA,"Wahbi Khazri",2021
"Africa Cup of Nations","2022-01-14","Africa Cup of Nations (Group stage)","Morocco","4-1-4-1",2,NA,"Selim Amallah · 15&rsquor; Zakaria Aboukhlal · 88&rsquor;","2","0","Comoros","4-1-4-1",0,NA,"","2","0","https://fbref.com/en/matches/4bfbd5b5/Morocco-Comoros-January-14-2022-Africa-Cup-of-Nations","Morocco","Home",83,FALSE,2,"Penalty","Youssef En-Nesyri Penalty saved by Salim Ben Boina","1:0",NA,NA,NA,"Youssef En-Nesyri",2021
"Africa Cup of Nations","2022-01-16","Africa Cup of Nations (Group stage)","Gambia","4-1-4-1",1,NA,"Musa Barrow (P) · 90&rsquor;","2","0","Mali","4-1-4-1",1,NA,"Ibrahima Koné (P) · 79&rsquor;","3","0","https://fbref.com/en/matches/91173785/Gambia-Mali-January-16-2022-Africa-Cup-of-Nations","Mali","Away",79,FALSE,2,"Penalty","Ibrahima Koné Penalty Kick","0:1",NA,NA,NA,"Ibrahima Koné",2021
"Africa Cup of Nations","2022-01-16","Africa Cup of Nations (Group stage)","Gambia","4-1-4-1",1,NA,"Musa Barrow (P) · 90&rsquor;","2","0","Mali","4-1-4-1",1,NA,"Ibrahima Koné (P) · 79&rsquor;","3","0","https://fbref.com/en/matches/91173785/Gambia-Mali-January-16-2022-Africa-Cup-of-Nations","Gambia","Home",90,FALSE,2,"Penalty","Musa Barrow Penalty Kick","1:1",NA,NA,NA,"Musa Barrow",2021
"Africa Cup of Nations","2022-01-16","Africa Cup of Nations (Group stage)","Tunisia","4-1-4-1",4,NA,"Hamza Mathlouthi · 4&rsquor; Wahbi Khazri · 9&rsquor; Wahbi Khazri · 64&rsquor; Seifeddine Jaziri · 66&rsquor;","3","0","Mauritania","3-3-2-2",0,NA,"","1","0","https://fbref.com/en/matches/91251401/Tunisia-Mauritania-January-16-2022-Africa-Cup-of-Nations","Tunisia","Home",90,FALSE,2,"Penalty","Youssef Msakni Penalty Miss","4:0",NA,NA,NA,"Youssef Msakni",2021
"Africa Cup of Nations","2022-01-16","Africa Cup of Nations (Group stage)","Côte d'Ivoire","4-1-4-1",2,NA,"Sébastien Haller · 25&rsquor; Nicolas Pépé · 65&rsquor;","0","0","Sierra Leone","4-2-3-1",2,NA,"Musa Tombo · 55&rsquor; Alhaji Kamara · 90+3&rsquor;","2","0","https://fbref.com/en/matches/6f18084f/Cote-dIvoire-Sierra-Leone-January-16-2022-Africa-Cup-of-Nations","Côte d'Ivoire","Home",12,FALSE,1,"Penalty","Franck Kessié Penalty saved by Mohamed Kamara —","0:0",NA,NA,NA,"Franck Kessié",2021
"Africa Cup of Nations","2022-01-18","Africa Cup of Nations (Group stage)","Gabon","3-4-1-2",2,NA,"Jim Allevinah · 21&rsquor; Nayef Aguerd (OG) · 81&rsquor;","2","0","Morocco","4-2-2-2",2,NA,"Sofiane Boufal (P) · 74&rsquor; Achraf Hakimi · 84&rsquor;","1","0","https://fbref.com/en/matches/434ed475/Gabon-Morocco-January-18-2022-Africa-Cup-of-Nations","Morocco","Away",74,FALSE,2,"Penalty","Sofiane Boufal Penalty Kick","1:1",NA,NA,NA,"Sofiane Boufal",2021
"Africa Cup of Nations","2022-01-20","Africa Cup of Nations (Group stage)","Côte d'Ivoire","4-1-4-1",3,NA,"Franck Kessié · 22&rsquor; Ibrahim Sangaré · 39&rsquor; Nicolas Pépé · 54&rsquor;","3","0","Algeria","4-2-3-1",1,NA,"Sofiane Bendebka · 73&rsquor;","2","0","https://fbref.com/en/matches/b9d8797c/Cote-dIvoire-Algeria-January-20-2022-Africa-Cup-of-Nations","Algeria","Away",60,FALSE,2,"Penalty","Riyad Mahrez Penalty Miss","3:0",NA,NA,NA,"Riyad Mahrez",2021
"Africa Cup of Nations","2022-01-20","Africa Cup of Nations (Group stage)","Mali","4-2-3-1",2,NA,"Massadio Haïdara · 2&rsquor; Ibrahima Koné (P) · 49&rsquor;","1","0","Mauritania","4-1-4-1",0,NA,"","2","0","https://fbref.com/en/matches/9019151e/Mali-Mauritania-January-20-2022-Africa-Cup-of-Nations","Mali","Home",49,FALSE,2,"Penalty","Ibrahima Koné Penalty Kick","2:0",NA,NA,NA,"Ibrahima Koné",2021
"Africa Cup of Nations","2022-01-20","Africa Cup of Nations (Group stage)","Gambia","4-1-4-1",1,NA,"Ablie Jallow · 90+3&rsquor;","2","0","Tunisia","4-1-4-1",0,NA,"Farouk Ben Mustapha · 45+3&rsquor;","2","1","https://fbref.com/en/matches/0bb53bb6/Gambia-Tunisia-January-20-2022-Africa-Cup-of-Nations","Tunisia","Away",46,FALSE,1,"Penalty","Seifeddine Jaziri Penalty saved by Baboucarr Gaye —","0:0",NA,NA,NA,"Seifeddine Jaziri",2021
"Africa Cup of Nations","2022-01-23","Africa Cup of Nations (Round of 16)","Burkina Faso","4-2-3-1",1,NA,"Bertrand Traoré · 28&rsquor;","6","0","Gabon","3-4-1-2",1,NA,"Sidney Obissa · 67&rsquor; Adama Guira (OG) · 90+1&rsquor;","10","1","https://fbref.com/en/matches/a78a7041/Burkina-Faso-Gabon-January-23-2022-Africa-Cup-of-Nations","Burkina Faso","Home",18,FALSE,1,"Penalty","Bertrand Traoré Penalty Miss","0:0",NA,NA,NA,"Bertrand Traoré",2021
"Africa Cup of Nations","2022-01-30","Africa Cup of Nations (Quarter-finals)","Egypt","4-1-4-1",2,NA,"Mohamed Salah · 53&rsquor; Trézéguet · 100&rsquor;","4","0","Morocco","4-1-3-2",1,NA,"Sofiane Boufal (P) · 7&rsquor;","2","0","https://fbref.com/en/matches/5b66173c/Egypt-Morocco-January-30-2022-Africa-Cup-of-Nations","Morocco","Away",7,FALSE,1,"Penalty","Sofiane Boufal Penalty Kick —","0:1",NA,NA,NA,"Sofiane Boufal",2021
"Africa Cup of Nations","2022-02-06","Africa Cup of Nations (Final)","Senegal","4-1-4-1",0,NA,"","4","0","Egypt","4-1-4-1",0,NA,"","2","0","https://fbref.com/en/matches/2ca5b81c/Senegal-Egypt-February-6-2022-Africa-Cup-of-Nations","Senegal","Home",7,FALSE,1,"Penalty","Sadio Mané Penalty saved by Gabaski","0:0",NA,NA,NA,"Sadio Mané",2021
"FIFA World Cup Qualification — CAF","2023-11-16","FIFA World Cup Qualification — CAF (First round)","Burundi","3-4-3",3,NA,"Abedi Bigirimana · 31&rsquor; Frédéric Nsabiyumva · 35&rsquor; Sudi Abdallah · 75&rsquor;","2","0","Gambia","4-2-3-1",2,NA,"Musa Barrow · 45+4&rsquor; Ebrima Colley (P) · 90+8&rsquor;","2","0","https://fbref.com/en/matches/bde2fd28/Burundi-Gambia-November-16-2023-WCQ----CAF-M","Gambia","Away",98,FALSE,2,"Penalty","Ebrima Colley Penalty Kick","3:2",NA,NA,NA,"Ebrima Colley",2026
"FIFA World Cup Qualification — CAF","2023-11-16","FIFA World Cup Qualification — CAF (First round)","Egypt","4-1-4-1",6,NA,"Mohamed Salah · 17&rsquor; Mohamed Salah (P) · 22&rsquor; Mohamed Salah · 48&rsquor; Mohamed Salah · 69&rsquor; Mostafa Mohamed · 73&rsquor; Trézéguet · 89&rsquor;","1","0","Djibouti","4-2-2-2",0,NA,"","2","0","https://fbref.com/en/matches/e374c8dd/Egypt-Djibouti-November-16-2023-WCQ----CAF-M","Egypt","Home",22,FALSE,1,"Penalty","Mohamed Salah Penalty Kick","2:0",NA,NA,NA,"Mohamed Salah",2026
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Côte d'Ivoire","3-1-4-2",9,NA,"Sébastien Haller (P) · 20&rsquor; Ibrahim Sangaré · 24&rsquor; Simon Adingra · 36&rsquor; Karim Konaté (P) · 40&rsquor; Seko Fofana · 60&rsquor; Hamed Junior Traorè · 77&rsquor; Jean-Philippe Krasso (P) · 84&rsquor; Hamed Junior Traorè · 90+4&rsquor; Karim Konaté · 90+5&rsquor;","0","0","Seychelles","5-2-1-2",0,NA,"","2","0","https://fbref.com/en/matches/876807e5/Cote-dIvoire-Seychelles-November-17-2023-WCQ----CAF-M","Côte d'Ivoire","Home",20,FALSE,1,"Penalty","Sébastien Haller Penalty Kick —","1:0",NA,NA,NA,"Sébastien Haller",2026
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Côte d'Ivoire","3-1-4-2",9,NA,"Sébastien Haller (P) · 20&rsquor; Ibrahim Sangaré · 24&rsquor; Simon Adingra · 36&rsquor; Karim Konaté (P) · 40&rsquor; Seko Fofana · 60&rsquor; Hamed Junior Traorè · 77&rsquor; Jean-Philippe Krasso (P) · 84&rsquor; Hamed Junior Traorè · 90+4&rsquor; Karim Konaté · 90+5&rsquor;","0","0","Seychelles","5-2-1-2",0,NA,"","2","0","https://fbref.com/en/matches/876807e5/Cote-dIvoire-Seychelles-November-17-2023-WCQ----CAF-M","Côte d'Ivoire","Home",40,FALSE,1,"Penalty","Karim Konaté Penalty Kick","4:0",NA,NA,NA,"Karim Konaté",2026
"FIFA World Cup Qualification — CAF","2023-11-17","FIFA World Cup Qualification — CAF (First round)","Côte d'Ivoire","3-1-4-2",9,NA,"Sébastien Haller (P) · 20&rsquor; Ibrahim Sangaré · 24&rsquor; Simon Adingra · 36&rsquor; Karim Konaté (P) · 40&rsquor; Seko Fofana · 60&rsquor; Hamed Junior Traorè · 77&rsquor; Jean-Philippe Krasso (P) · 84&rsquor; Hamed Junior Traorè · 90+4&rsquor; Karim Konaté · 90+5&rsquor;","0","0","Seychelles","5-2-1-2",0,NA,"","2","0","https://fbref.com/en/matches/876807e5/Cote-dIvoire-Seychelles-November-17-2023-WCQ----CAF-M","Côte d'Ivoire","Home",84,FALSE,2,"Penalty","Jean-Philippe Krasso Penalty Kick","7:0",NA,NA,NA,"Jean-Philippe Krasso",2026
"FIFA World Cup Qualification — CAF","2023-11-18","FIFA World Cup Qualification — CAF (First round)","Senegal","4-1-4-1",4,NA,"Pape Matar Sarr · 1&rsquor; Sadio Mané · 6&rsquor; Lamine Camara · 45&rsquor; Sadio Mané (P) · 57&rsquor;","0","0","South Sudan","4-1-4-1",0,NA,"","2","0","https://fbref.com/en/matches/62b81b0b/Senegal-South-Sudan-November-18-2023-WCQ----CAF-M","Senegal","Home",57,FALSE,2,"Penalty","Sadio Mané Penalty Kick","4:0",NA,NA,NA,"Sadio Mané",2026
"FIFA World Cup Qualification — CAF","2023-11-21","FIFA World Cup Qualification — CAF (First round)","Ethiopia","4-1-4-1",0,NA,"","2","0","Burkina Faso","4-2-3-1",3,NA,"Blati Touré · 69&rsquor; Bertrand Traoré (P) · 78&rsquor; Dango Ouattara · 90&rsquor;","2","0","https://fbref.com/en/matches/da548ef4/Ethiopia-Burkina-Faso-November-21-2023-WCQ----CAF-M","Burkina Faso","Away",78,FALSE,2,"Penalty","Bertrand Traoré Penalty Kick","0:2",NA,NA,NA,"Bertrand Traoré",2026
"FIFA World Cup Qualification — CAF","2023-11-21","FIFA World Cup Qualification — CAF (First round)","Malawi","4-2-2-2",0,NA,"","3","0","Tunisia","4-1-4-1",1,NA,"Youssef Msakni (P) · 88&rsquor;","1","0","https://fbref.com/en/matches/d84b3da7/Malawi-Tunisia-November-21-2023-WCQ----CAF-M","Tunisia","Away",88,FALSE,2,"Penalty","Youssef Msakni Penalty Kick","0:1",NA,NA,NA,"Youssef Msakni",2026
"FIFA World Cup Qualification — CAF","2023-11-21","FIFA World Cup Qualification — CAF (First round)","Libya","4-2-2-2",1,NA,"Abdulmonaem Okashah · 43&rsquor;","2","0","Cameroon","4-2-3-1",1,NA,"Olivier Ntcham (P) · 34&rsquor;","3","0","https://fbref.com/en/matches/e1e6392d/Libya-Cameroon-November-21-2023-WCQ----CAF-M","Cameroon","Away",34,FALSE,1,"Penalty","Olivier Ntcham Penalty Kick","0:1",NA,NA,NA,"Olivier Ntcham",2026
"FIFA World Cup Qualification — CAF","2023-11-21","FIFA World Cup Qualification — CAF (First round)","Tanzania","3-4-3",0,NA,"Novatus Dismas · 65&rsquor;","5","1","Morocco","4-1-4-1",2,NA,"Hakim Ziyech · 28&rsquor; Bakari Mwamnyeto (OG) · 54&rsquor;","4","0","https://fbref.com/en/matches/8980dd38/Tanzania-Morocco-November-21-2023-WCQ----CAF-M","Morocco","Away",3,FALSE,1,"Penalty","Achraf Hakimi Penalty Miss —","0:0",NA,NA,NA,"Achraf Hakimi",2026
"FIFA World Cup Qualification — CAF","2019-09-04","FIFA World Cup Qualification — CAF (First round), Leg 1 of 2Aggregate: São Tomé 1:3 Guinea-BissauGuinea-Bissau won on aggregate score over two legs(Leg 2: Guinea-Bissau 2:1 São Tomé)","São Tomé and Príncipe",NA,0,NA,"","2","0","Guinea-Bissau",NA,1,NA,"Joseph Mendes (P) · 85&rsquor;","2","0","https://fbref.com/en/matches/e1a095b6/Sao-Tome-and-Principe-Guinea-Bissau-September-4-2019-WCQ----CAF-M","Guinea-Bissau","Away",85,FALSE,2,"Penalty","Joseph Mendes Penalty Kick","0:1",NA,NA,NA,"Joseph Mendes",2022
"FIFA World Cup Qualification — CAF","2019-09-10","FIFA World Cup Qualification — CAF (First round), Leg 2 of 2Aggregate: Mozambique 3:0 MauritiusMozambique won on aggregate score over two legs(Leg 1: Mauritius 0:1 Mozambique)","Mozambique",NA,2,NA,"Clésio Baúque · 6&rsquor; Geny Catamo (P) · 77&rsquor;","2","0","Mauritius",NA,0,NA,"","1","0","https://fbref.com/en/matches/bc3348cf/Mozambique-Mauritius-September-10-2019-WCQ----CAF-M","Mozambique","Home",77,FALSE,2,"Penalty","Geny Catamo Penalty Kick","2:0",NA,NA,NA,"Geny Catamo",2022
"FIFA World Cup Qualification — CAF","2021-09-01","FIFA World Cup Qualification — CAF (Second round)","Mali","4-2-3-1",1,NA,"Adama Traoré · 19&rsquor;","2","0","Rwanda","3-4-1-2",0,NA,"","1","0","https://fbref.com/en/matches/8a08186a/Mali-Rwanda-September-1-2021-WCQ----CAF-M","Mali","Home",18,FALSE,1,"Penalty","Moussa Djenepo Penalty saved by Emery Mvuyekure","0:0",NA,NA,NA,"Moussa Djenepo",2022
"FIFA World Cup Qualification — CAF","2021-09-01","FIFA World Cup Qualification — CAF (Second round)","Egypt","4-2-3-1",1,NA,"Afsha (P) · 5&rsquor;","1","0","Angola","4-1-4-1",0,NA,"","0","0","https://fbref.com/en/matches/c3b7c811/Egypt-Angola-September-1-2021-WCQ----CAF-M","Egypt","Home",5,FALSE,1,"Penalty","Afsha Penalty Kick —","1:0",NA,NA,NA,"Afsha",2022
"FIFA World Cup Qualification — CAF","2021-09-02","FIFA World Cup Qualification — CAF (Second round)","Niger","4-1-4-1",0,NA,"","3","0","Burkina Faso","4-2-3-1",2,NA,"Lassina Franck Traoré (P) · 76&rsquor; Mohamed Konaté · 79&rsquor;","1","0","https://fbref.com/en/matches/b8e59393/Niger-Burkina-Faso-September-2-2021-WCQ----CAF-M","Burkina Faso","Away",76,FALSE,2,"Penalty","Lassina Franck Traoré Penalty Kick","0:1",NA,NA,NA,"Lassina Franck Traoré",2022
"FIFA World Cup Qualification — CAF","2021-09-02","FIFA World Cup Qualification — CAF (Second round)","Algeria","4-2-3-1",8,NA,"Islam Slimani · 5&rsquor; Islam Slimani (P) · 25&rsquor; Ramy Bensebaini · 26&rsquor; Baghdad Bounedjah (P) · 40&rsquor; Islam Slimani · 46&rsquor; Islam Slimani · 53&rsquor; Riyad Mahrez · 67&rsquor; Ramiz Zerrouki · 69&rsquor;","1","0","Djibouti","3-4-3",0,NA,"Youssouf Batio · 23&rsquor;","0","1","https://fbref.com/en/matches/56d53f94/Algeria-Djibouti-September-2-2021-WCQ----CAF-M","Algeria","Home",25,FALSE,1,"Penalty","Islam Slimani Penalty Kick","2:0",NA,NA,NA,"Islam Slimani",2022
"FIFA World Cup Qualification — CAF","2021-09-02","FIFA World Cup Qualification — CAF (Second round)","Algeria","4-2-3-1",8,NA,"Islam Slimani · 5&rsquor; Islam Slimani (P) · 25&rsquor; Ramy Bensebaini · 26&rsquor; Baghdad Bounedjah (P) · 40&rsquor; Islam Slimani · 46&rsquor; Islam Slimani · 53&rsquor; Riyad Mahrez · 67&rsquor; Ramiz Zerrouki · 69&rsquor;","1","0","Djibouti","3-4-3",0,NA,"Youssouf Batio · 23&rsquor;","0","1","https://fbref.com/en/matches/56d53f94/Algeria-Djibouti-September-2-2021-WCQ----CAF-M","Algeria","Home",40,FALSE,1,"Penalty","Baghdad Bounedjah Penalty Kick","4:0",NA,NA,NA,"Baghdad Bounedjah",2022
"FIFA World Cup Qualification — CAF","2021-09-03","FIFA World Cup Qualification — CAF (Second round)","Tunisia","4-2-3-1",3,NA,"Dylan Bronn · 54&rsquor; Ellyes Skhiri · 78&rsquor; Wahbi Khazri (P) · 83&rsquor;","3","0","Equatorial Guinea","4-1-4-1",0,NA,"","3","0","https://fbref.com/en/matches/0896d493/Tunisia-Equatorial-Guinea-September-3-2021-WCQ----CAF-M","Tunisia","Home",83,FALSE,2,"Penalty","Wahbi Khazri Penalty Kick","3:0",NA,NA,NA,"Wahbi Khazri",2022
"FIFA World Cup Qualification — CAF","2021-09-06","FIFA World Cup Qualification — CAF (Second round)","Côte d'Ivoire","3-4-3",2,NA,"Sébastien Haller (P) · 20&rsquor; Sébastien Haller · 29&rsquor;","3","0","Cameroon","4-2-3-1",1,NA,"Moumi Ngamaleu (P) · 61&rsquor;","2","0","https://fbref.com/en/matches/97e0084e/Cote-dIvoire-Cameroon-September-6-2021-WCQ----CAF-M","Côte d'Ivoire","Home",20,FALSE,1,"Penalty","Sébastien Haller Penalty Kick","1:0",NA,NA,NA,"Sébastien Haller",2022
"FIFA World Cup Qualification — CAF","2021-09-06","FIFA World Cup Qualification — CAF (Second round)","Côte d'Ivoire","3-4-3",2,NA,"Sébastien Haller (P) · 20&rsquor; Sébastien Haller · 29&rsquor;","3","0","Cameroon","4-2-3-1",1,NA,"Moumi Ngamaleu (P) · 61&rsquor;","2","0","https://fbref.com/en/matches/97e0084e/Cote-dIvoire-Cameroon-September-6-2021-WCQ----CAF-M","Cameroon","Away",61,FALSE,2,"Penalty","Moumi Ngamaleu Penalty Kick","2:1",NA,NA,NA,"Moumi Ngamaleu",2022
"FIFA World Cup Qualification — CAF","2021-09-07","FIFA World Cup Qualification — CAF (Second round)","Zambia","4-2-3-1",0,NA,"","2","0","Tunisia","4-1-4-1",2,NA,"Wahbi Khazri (P) · 9&rsquor; Anis Ben Slimane · 90+2&rsquor;","4","0","https://fbref.com/en/matches/f8b4c8bb/Zambia-Tunisia-September-7-2021-WCQ----CAF-M","Tunisia","Away",9,FALSE,1,"Penalty","Wahbi Khazri Penalty Kick —","0:1",NA,NA,NA,"Wahbi Khazri",2022
"FIFA World Cup Qualification — CAF","2021-09-07","FIFA World Cup Qualification — CAF (Second round)","Tanzania","4-1-4-1",3,NA,"Erasto Nyoni (P) · 2&rsquor; Novatus Dismas · 26&rsquor; Feisal Salum · 52&rsquor;","2","0","Madagascar","4-1-4-1",2,NA,"Njiva Rakotoharimalala · 36&rsquor; Thomas Fontaine · 45+2&rsquor;","1","0","https://fbref.com/en/matches/e1d590e0/Tanzania-Madagascar-September-7-2021-WCQ----CAF-M","Tanzania","Home",2,FALSE,1,"Penalty","Erasto Nyoni Penalty Kick —","1:0",NA,NA,NA,"Erasto Nyoni",2022
"FIFA World Cup Qualification — CAF","2021-09-07","FIFA World Cup Qualification — CAF (Second round)","Congo","4-1-4-1",1,NA,"Silvère Ganvoula M'Boussy (P) · 45+2&rsquor;","4","0","Senegal","4-2-3-1",3,NA,"Boulaye Dia · 27&rsquor; Ismaila Sarr · 83&rsquor; Sadio Mané (P) · 87&rsquor;","4","0","https://fbref.com/en/matches/3634ff51/Congo-Senegal-September-7-2021-WCQ----CAF-M","Senegal","Away",87,FALSE,2,"Penalty","Sadio Mané Penalty Kick","1:3",NA,NA,NA,"Sadio Mané",2022
"FIFA World Cup Qualification — CAF","2021-09-07","FIFA World Cup Qualification — CAF (Second round)","Equatorial Guinea","4-1-4-1",1,NA,"Iván Salvador (P) · 59&rsquor;","2","0","Mauritania","4-1-4-1",0,NA,"","4","0","https://fbref.com/en/matches/c7ab9061/Equatorial-Guinea-Mauritania-September-7-2021-WCQ----CAF-M","Equatorial Guinea","Home",59,FALSE,2,"Penalty","Iván Salvador Penalty Kick","1:0",NA,NA,NA,"Iván Salvador",2022
"FIFA World Cup Qualification — CAF","2021-10-06","FIFA World Cup Qualification — CAF (Second round)","Morocco","4-1-3-2",5,NA,"Achraf Hakimi · 31&rsquor; Imran Louza (P) · 45+1&rsquor; Ilias Chair · 49&rsquor; Ayoub El Kaabi · 62&rsquor; Munir El Haddadi · 82&rsquor;","0","0","Guinea-Bissau","4-2-3-1",0,NA,"","3","0","https://fbref.com/en/matches/4b95e49f/Morocco-Guinea-Bissau-October-6-2021-WCQ----CAF-M","Morocco","Home",46,FALSE,1,"Penalty","Imran Louza Penalty Kick","2:0",NA,NA,NA,"Imran Louza",2022
"FIFA World Cup Qualification — CAF","2021-10-07","FIFA World Cup Qualification — CAF (Second round)","Mali","4-2-3-1",5,NA,"Adama Traoré · 7&rsquor; Ibrahima Koné · 22&rsquor; Ibrahima Koné · 36&rsquor; Ibrahima Koné (P) · 45&rsquor; Faruk Shikhalo (OG) · 85&rsquor;","0","0","Kenya","4-2-3-1",0,NA,"","1","0","https://fbref.com/en/matches/5caf7ea5/Mali-Kenya-October-7-2021-WCQ----CAF-M","Mali","Home",45,FALSE,1,"Penalty","Ibrahima Koné Penalty Kick","4:0",NA,NA,NA,"Ibrahima Koné",2022
"FIFA World Cup Qualification — CAF","2021-10-08","FIFA World Cup Qualification — CAF (Second round)","Algeria","4-1-4-1",6,NA,"Riyad Mahrez · 27&rsquor; Youssouf Oumarou (OG) · 47&rsquor; Riyad Mahrez (P) · 60&rsquor; Zakariya Souleymane (OG) · 69&rsquor; Islam Slimani · 77&rsquor; Islam Slimani · 88&rsquor;","1","0","Niger","3-4-3",1,NA,"Daniel Sosah · 50&rsquor;","1","0","https://fbref.com/en/matches/ba3dd2c4/Algeria-Niger-October-8-2021-WCQ----CAF-M","Algeria","Home",60,FALSE,2,"Penalty","Riyad Mahrez Penalty Kick","3:1",NA,NA,NA,"Riyad Mahrez",2022
"FIFA World Cup Qualification — CAF","2021-10-11","FIFA World Cup Qualification — CAF (Second round)","Côte d'Ivoire","4-1-4-1",2,NA,"Nicolas Pépé · 2&rsquor; Franck Kessié (P) · 66&rsquor;","1","0","Malawi","4-2-3-1",1,NA,"Khuda Muyaba · 20&rsquor;","2","0","https://fbref.com/en/matches/4e834fd0/Cote-dIvoire-Malawi-October-11-2021-WCQ----CAF-M","Côte d'Ivoire","Home",66,FALSE,2,"Penalty","Franck Kessié Penalty Kick","2:1",NA,NA,NA,"Franck Kessié",2022
"FIFA World Cup Qualification — CAF","2021-11-12","FIFA World Cup Qualification — CAF (Second round)","Burkina Faso","4-2-3-1",1,NA,"Issoufou Dayo (P) · 55&rsquor;","1","0","Niger","3-4-3",1,NA,"Youssouf Oumarou (P) · 34&rsquor;","2","0","https://fbref.com/en/matches/52f6e7c1/Burkina-Faso-Niger-November-12-2021-WCQ----CAF-M","Burkina Faso","Home",55,FALSE,2,"Penalty","Issoufou Dayo Penalty Kick","1:1",NA,NA,NA,"Issoufou Dayo",2022
"FIFA World Cup Qualification — CAF","2021-11-12","FIFA World Cup Qualification — CAF (Second round)","Djibouti","3-4-3",0,NA,"","2","0","Algeria","4-2-3-1",4,NA,"Youcef Belaïli · 29&rsquor; Saïd Benrahma · 40&rsquor; Sofiane Feghouli · 42&rsquor; Islam Slimani · 87&rsquor;","1","0","https://fbref.com/en/matches/92408f66/Djibouti-Algeria-November-12-2021-WCQ----CAF-M","Algeria","Away",28,FALSE,1,"Penalty","Youcef Belaïli Penalty saved by Innocent Mbonihankuye","0:0",NA,NA,NA,"Youcef Belaïli",2022
